id,label,weight
1418,Akademie,2
1434,digitalitat,2
1426,Mitwirkung,1
1425,Hannover,1
1422,Digitalitat,4
1427,Neudeutung,1
1428,Philosophische,1
1421,Deutung,1
1433,begriffe,1
1419,Aspekt,6
1435,diskurs,1
1441,reflexion,1
1430,Spannungsfeld,1
1455,urfehdebuch,1
1448,Stadt,6
1453,prozesses,1
1445,Darunter,1
1454,tei,4
1452,kategorie,1
1446,Ontologie,3
1449,Webentwicklung,1
1456,verbessern,2
1447,Overhaul,1
1451,dokumentieren,3
1450,auszuloten,1
1468,unteruch,1
1466,rhetorisch,3
1467,serbisch,2
1464,modellen,1
1457,Kategorisierung,1
1458,Notwendigkeit,1
1465,ontologien,1
1462,hervorzuheben,1
1459,Ontologi,2
1463,mehrsprachig,1
1460,Vereinigung,1
1469,vorig,1
1461,bezuglich,2
1488,henze,1
1472,Briefausgabe,1
1478,Nachnutzung,4
1477,Infrastruktur,3
1489,vordergrund,1
1490,wesentlich,3
1473,Datenschemata,1
1481,Seite,2
1475,Fall,2
1484,aufbauen,5
1487,gestaltete,1
1482,Separat,1
1470,Abhangigkeit,1
1479,Originals,1
1480,Ruckfuhrung,1
1474,Erweiterunge,1
1485,entwickelt,1
1483,ansatz,5
1476,Fehlschlage,1
1471,Ausgewahlter,1
1486,erorteren,2
1508,eingehend,1
1499,Quellenmaterial,1
1514,verschiedenst,1
1497,Natur,1
1504,aufwendig,1
1492,Anspruchsvoller,1
1509,ganzheitlich,1
1495,Inhalt,2
1501,Verlasslichkeit,1
1496,Intention,1
1500,Relevant,2
1503,annotation,1
1505,behilflich,1
1498,Quelle,2
1506,bekommen,1
1515,widerspruch,1
1516,zusammenhange,1
1494,Hervorzuheben,1
1510,multimodal,3
1491,Annotierung,1
1507,bildern,1
1512,texen,1
1511,notig,2
1493,Automatisierung,1
1502,abzeichn,1
1513,verdeutlich,1
1528,algorithm,1
1543,scheinbar,1
1531,authentisch,1
1527,Tatsachlich,1
1535,fiktiv,1
1539,inhalt,3
1536,generi,1
1524,Musse,1
1544,sofort,1
1519,Erwagung,1
1548,ziehen,3
1546,vorliegend,3
1542,objekt,3
1537,hervorgegang,1
1530,artifiziellen,2
1541,neriern,1
1529,artifiziell,2
1547,wertlos,1
1520,Fiktive,1
1540,inhalten,1
1532,beruhen,1
1522,Institution,4
1545,ubernehmen,2
1538,identifikation,1
1525,Option,1
1533,daraus,1
1521,Forschungsfrage,2
1534,erweitert,1
1518,Authentizitat,1
1526,Sicherstellung,1
1517,Artifizialitat,1
1523,Losung,2
1561,begonnen,1
1558,angesetzt,1
1550,Heinrich,1
1556,Schule,1
1566,munst,2
1565,mathematisch,1
1552,Logik,1
1564,hochgradig,1
1570,vernetzt,1
1554,Mathematiker,1
1553,Logiker,1
1562,editieren,1
1568,umfangreich,5
1551,Katalogisierung,1
1567,nachlasses,2
1560,baustein,1
1563,erganz,1
1549,Folgeschritt,1
1571,vorbereit,1
1559,aushandeln,1
1557,Zustand,1
1555,Projektteam,1
1569,verankert,1
1588,existieren,2
1584,archiv,1
1580,Repositorien,1
1592,warum,1
1578,Formate,1
1591,transformieren,1
1593,weiterhin,2
1575,Denkmalbestand,2
1585,denkmalbestand,1
1590,python,1
1579,Python,1
1577,Folium,1
1583,abzuleiten,1
1576,Fallbeispiel,1
1572,Berliner,1
1581,Zeitpunkt,1
1582,Zusammenfuhrung,1
1586,denkmallisten,1
1574,Brd,1
1587,erst,1
1573,Bewegung,1
1589,gerat,1
1599,Prasentation,3
1597,Mediathek,2
1608,darstellend,2
1614,vernetzen,1
1603,Webplattform,1
1596,Linked,1
1609,data,7
1605,audiovisuell,1
1595,Aufzeichnung,1
1601,Tanz,2
1600,Projektpartner,1
1602,Verfugung,2
1604,Zug,2
1598,Pipeline,1
1606,backend,1
1594,Auffuhrung,1
1610,datensammlung,1
1611,interessant,1
1615,zudem,1
1613,rechtlich,1
1612,plattformen,5
1607,beitrag,1
1624,Textklang,2
1620,Realisierung,2
1635,phonetisch,1
1623,Textanalyse,1
1627,audio,1
1636,rezitationen,1
1616,Gedicht,1
1633,hauptsachlich,1
1622,Romantik,1
1628,audioaufnahmen,1
1621,Repositorium,1
1625,ablegen,1
1629,audioeben,1
1626,annotiern,1
1617,Hauptwerkzeuge,1
1618,Komplex,2
1637,suchanfrag,1
1631,eroffn,1
1630,eben,3
1638,zusammenfuhr,1
1619,Poster,29
1632,genannt,3
1634,integrativ,1
1639,Detection,1
1648,passag,1
1643,distinkt,1
1647,identifizieren,2
1651,trd,2
1653,vermehrt,1
1644,einsetzen,3
1652,typisch,1
1650,sprachdaten,1
1646,fehlend,2
1640,Durchfuhrung,1
1645,erschweren,1
1641,ansatze,5
1642,anwendbarkeit,1
1649,ripuarisch,1
1656,arthistocast,1
1657,drehen,1
1655,Kunstgeschicht,1
1654,Fach,1
1658,zug,2
1687,textfassung,2
1660,Aufweist,1
1676,doppelt,1
1678,editorisch,1
1668,Prazision,1
1693,zeitokonomisch,1
1682,leistbar,1
1671,anforderung,1
1684,nutzend,1
1691,vollstandig,1
1690,textvergleich,1
1680,gebieten,1
1688,textkritisch,1
1663,Entscheidung,1
1664,Gesamtausgabe,1
1681,konfrontieren,1
1666,Lera,1
1667,Locate,1
1672,apprehend,1
1661,Berechnung,1
1669,Textvariant,1
1662,Close,2
1659,Alignierung,1
1665,Großerer,1
1689,textsegmenen,1
1675,detailvergleich,1
1692,zeicheneben,1
1679,explorativ,1
1670,abweichungen,1
1686,synoptisch,2
1673,bedarfe,1
1674,decken,1
1683,mehrwert,1
1677,dritter,2
1685,profitier,1
1717,theologisch,1
1696,Lehrwerk,1
1697,Lineare,1
1700,abbildet,1
1710,graphen,2
1701,begleitend,1
1706,erlauternd,1
1708,exegetisch,1
1703,diagramm,1
1712,illustration,2
1711,heilsgeschicht,1
1698,Westen,1
1699,Zeuge,1
1695,History,2
1694,As,1
1707,erstmal,1
1716,samtlich,1
1714,komponenten,1
1704,diagramme,1
1713,innovativ,1
1705,edieren,2
1702,derartig,1
1709,facettenreich,1
1715,notwendig,1
1718,Arbeitsstand,1
1723,Narrative,2
1719,Computational,2
1731,fordern,5
1732,narrativ,1
1733,national,2
1721,Identitat,1
1734,roman,1
1727,Zielsetzung,1
1730,entsprechen,2
1735,zusammensetzung,1
1724,Projektgruppe,1
1726,Wissenschaftler,4
1720,Germanistik,2
1725,Romanistik,1
1729,digital_humanitieser,2
1722,Mathematik,1
1728,bestehen,1
1750,Zusammenarbeit,4
1756,forschenden,1
1737,Burger,1
1755,erfreut,1
1765,wachsend,1
1736,Beliebtheit,1
1747,Teilnehmend,1
1762,teilweise,2
1754,citizen_science,1
1753,burg,1
1745,Osterreich,1
1740,Forscht,1
1766,zooniverse,1
1746,Spezialisierte,1
1743,Linguistik,1
1757,kunstgeschicht,2
1749,Ubersetzung,2
1751,abdecken,1
1742,Landschaft,3
1748,Teilnehmende,1
1739,Forschende,1
1764,unterstutz,1
1741,Gemeinschaft,4
1763,uberlassen,1
1738,Citizen_science,1
1744,Linie,1
1759,projekteben,1
1761,stattfinden,1
1752,bleiben,2
1760,projektgrenzen,1
1758,mehrweren,1
1769,Eignung,3
1780,computerspiel,2
1767,Archiv,2
1782,gelebt,1
1773,Manifestation,1
1785,videospiel,1
1768,Betont,1
1778,Verwandtschaft,1
1781,computerspielen,1
1779,argumentieren,2
1774,Multimodalitat,1
1775,Prozeduralitat,1
1771,Korperlichkeit,1
1770,Korperbewegung,1
1784,unterfuttert,1
1777,Schutz,1
1776,Regen,1
1783,gemeinschaft,1
1772,Kulturtragern,1
1790,daidalos,3
1794,klassisch,1
1786,Philologie,1
1798,verwandt,1
1788,anzuwend,1
1796,potentiell,1
1797,user,1
1792,erstrecken,1
1789,dadurch,3
1793,erwartend,1
1787,Vorzubeug,1
1795,lernangebot,1
1791,ermoglichen,2
1800,durchsuchen,1
1802,fiktionalen,2
1801,erscheinen,2
1803,forschungsinf,1
1799,Rastruktur,1
1804,garantieren,1
1805,vereinfachen,1
1815,geplant,3
1814,gefordert,4
1809,Reisehandbucher,1
1817,rasting,1
1816,herausgegeben,1
1818,reisehandbucher,1
1811,angereicheren,1
1819,subjektiv,1
1808,Quantifizierbar,1
1813,erinnernswert,1
1812,empfunden,1
1807,Ort,1
1806,Extrahiert,2
1810,Stadtplan,1
1820,verorten,1
1829,ehrenamtlich,1
1825,Podcastprojekt,1
1824,Podcast,3
1830,gesprach,1
1822,Mitglied,1
1835,vorstanden,1
1827,Verband,1
1828,begleiten,2
1834,vergleichbar,2
1823,Oral,1
1832,redaktionell,3
1833,starken,1
1821,Indikator,2
1831,radioaktiv,1
1826,Spiegel,1
1841,Jahrzehnt,2
1842,Rasant,1
1855,langst,1
1846,ankommen,1
1838,Diagramme,2
1850,einzigartig,1
1849,einblick,6
1839,Editionspraxis,1
1845,Werkzeug,5
1851,entschlusseln,1
1854,korrekt,1
1840,Interpretation,2
1857,thematisch,3
1836,Annaherung,1
1853,insgesamt,1
1844,Semiologie,1
1856,skalenmodell,1
1848,dimension,2
1843,Semantik,1
1847,diagrammen,1
1837,Aussage,1
1852,grafisch,1
1878,nieder,1
1858,Bericht,2
1859,Detail,1
1865,Ubertritt,1
1881,reformiert,1
1876,katholisch,1
1862,Glaube,1
1872,einzigartigen,1
1877,lebensweln,1
1861,Frau,2
1869,daraufhin,1
1880,preußen,1
1882,verstoßen,1
1860,Existenz,1
1864,Memoire,1
1884,zeichnen,1
1867,außergewohnlich,1
1879,prazis,1
1875,fwf,1
1873,finanziert,1
1874,franzosisch,1
1863,Macht,1
1866,angewandt,2
1871,eingehen,1
1870,datenmodell,1
1883,vorstell,1
1868,besonder,1
1893,semantik,1
1890,aufbereiten,2
1885,Hermeneutisch,1
1891,ausgewerten,1
1889,Synchrone,1
1888,Kulturraum,1
1886,Konferenzposter,1
1894,skizzieren,2
1895,spanisch,1
1887,Korpusanalyse,1
1892,naturbegriffs,1
1913,klosterliche,1
1921,rechnungsbuch,1
1897,Alltag,1
1914,monchen,1
1899,Geschichte,2
1932,zuletzt,1
1916,naturlich,1
1906,angelegenheit,1
1900,Kloster,1
1927,umfanglich,1
1898,Aussagekraft,1
1919,quellenweren,1
1907,ansetzen,1
1901,Rechnungsbucher,1
1931,verwehren,1
1917,oft,4
1915,namlich,1
1929,unabsichtlich,1
1933,zumeist,3
1928,umso,1
1904,Wertvoller,1
1908,ereignisse,1
1903,Vorkommnisse,1
1926,ubrig,1
1924,schriftlich,1
1902,Uberlieferung,2
1910,fehlen,3
1905,aldersbach,1
1912,idealtypisch,1
1930,vergleichsweise,2
1923,schlecht,1
1909,erforschen,1
1920,rechnung,1
1925,tatsachen,1
1896,Aldersbach,1
1922,religios,1
1911,geradezu,1
1918,prototypisch,1
1938,erweitern,4
1937,ergrunden,1
1939,hinterfragen,1
1935,Zentralasien,1
1940,verlaufen,1
1934,Communityspaces,1
1936,einbeziehen,1
1954,lehrtatigkeit,1
1945,Lehrer,1
1941,Einfluss,1
1949,Schuler,1
1956,pragen,1
1955,maßgeblich,1
1946,Mineralogie,1
1944,Geologie,1
1958,systematiken,1
1948,Sammlunge,1
1957,strukturieren,1
1951,auswertung,1
1952,genutzt,1
1950,Wert,1
1943,Fachgebiet,1
1953,lehren,1
1942,Entstehung,1
1947,Primarquelle,1
1976,germanistisch,2
1979,teils,3
1962,Geschichts,1
1975,gend,1
1980,verankern,1
1978,schildern,1
1966,Studierende,1
1961,Bachelor,1
1963,Kompetenz,3
1973,fachwissen,1
1971,emergent,1
1964,Medialitat,1
1972,erwerben,1
1974,fragen,1
1960,Alteritat,1
1977,mediavistisch,1
1969,diskursen,2
1959,Algorithmizitat,1
1967,bewahren,1
1968,diesbezuglichen,1
1965,Practices,1
1970,einsicht,1
2006,illustrieren,1
1990,Patiententext,1
2007,konsequent,2
2003,etabliert,4
2013,verteilen,1
1984,Datengrundlage,1
2002,erlang,1
2004,flexibel,1
2001,entstanden,1
2008,korpus,2
1991,Patiententexte,1
1985,Format,1
1994,Umfasst,1
2012,uberwiegend,1
1996,abgeschickt,1
1982,Brief,3
2010,patientinn,1
1989,Patient,1
1988,Lebenslaufe,1
2009,notizen,1
1997,angehorig,1
2005,greifen,1
2015,zuverlassig,1
1983,Community,3
1981,Adaptierte,1
1986,Github,1
2014,zuruck,1
1998,copadocs,1
1999,dynamisch,2
1987,Komponente,2
2000,editionsinhalt,1
1995,Verbindung,1
2011,softwar,1
1992,Schreibweisen,1
1993,Textarchivs,1
2051,reichstagsaken,1
2032,Volltext,1
2020,Fassung,1
2024,Internet,1
2059,zeitgenossisch,1
2041,datumsangaben,1
2030,Ublicherweise,1
2034,Zahl,1
2028,Tag,2
2046,heiligen,1
2022,Festtag,1
2057,verweisen,1
2021,Feria,1
2026,Montag,1
2053,st,1
2016,Bande,1
2040,datierung,1
2019,Datum,1
2047,julianisch,1
2025,Kalend,1
2038,bandbearbeit,1
2018,Datierung,1
2052,speziell,2
2048,mittlerweile,1
2045,grotefend,1
2039,bestimmbar,1
2031,Versuch,1
2027,Struktur,3
2035,abbild,2
2017,Corpus,1
2055,unitex,1
2033,Worterbucher,1
2043,fraglich,1
2042,enitat,1
2036,abzuleit,1
2029,Tagging,1
2058,wochentag,1
2023,Heiligenname,1
2050,probiert,1
2044,graph,3
2049,modifizi,1
2056,verallgemeinern,1
2054,textzeugen,1
2037,anwenden,1
2067,international,1
2061,Joint,1
2072,universitat,2
2070,spektrum,1
2069,kurs,1
2071,studierend,1
2065,anzubiet,1
2063,Studienprogramm,1
2064,Studierend,2
2060,Bedient,1
2062,Studiengang,1
2066,europaisch,2
2068,konstituiert,1
2082,vorstelllen,1
2078,Suchspiel,1
2076,Materi,1
2080,buddhistisch,2
2075,Hohlenmalereie,2
2081,find,1
2074,Forschungsthema,1
2077,Offentlichkeit,1
2079,ahnlich,1
2073,Anregung,1
2094,fortext,5
2090,Verbreitung,1
2100,vorantreiben,1
2101,zentraler,1
2084,Bestandteil,1
2086,Portal,2
2088,Projektphase,1
2083,Access,2
2098,journals,2
2096,heft,3
2087,Portalinhalt,1
2095,gebundelt,1
2085,Lehrende,1
2091,außerdem,3
2089,Themenheft,1
2093,bewahrt,1
2099,teilen,1
2092,betreiben,1
2097,hefte,1
2114,geoda,1
2119,ortsdaten,1
2109,alleinig,1
2118,oftmals,1
2121,raumlich,2
2125,topographisch,1
2122,stadt,1
2116,komparativ,1
2120,polnisch,1
2103,Case,1
2110,ausgewahlen,1
2112,dahinter,1
2117,lauten,2
2104,Funktionalitat,1
2106,Morphologie,1
2123,stadtraume,1
2108,allein,1
2111,ausreichend,1
2105,Komplexitat,1
2126,verarbeitend,1
2113,erhoh,1
2107,Sodas,1
2124,tiefergehend,1
2102,Bedarf,1
2115,illustrative,1
2135,variabel,1
2136,wirtschaftlich,2
2131,glockenguß,1
2128,Glocke,2
2133,kostspielig,1
2130,dauerhaft,2
2129,Investition,1
2137,zusatzlich,2
2132,karteikart,1
2127,Einschmelzung,1
2134,planen,1
2159,laufend,1
2143,Dfg,1
2146,Leitung,1
2144,Glam,2
2145,Grundung,2
2138,Agentur,2
2140,Beratung,1
2150,Unterstutzung,1
2155,einrichtung,1
2160,normdat,1
2139,Anreicherung,1
2148,Thuringer,1
2162,univerisitats,1
2161,regional,2
2142,Betreuung,1
2147,Normdatenarbeit,1
2163,zweitens,1
2149,Toolbox,1
2156,genaueren,1
2154,effektiveren,1
2151,abgleich,1
2158,kulturdaten,1
2153,davon,2
2164,zwischenfazit,1
2157,jahrig,1
2141,Beteiligung,1
2152,bedeuten,1
2166,Entwurf,1
2171,Netzwerk,4
2188,vorarbeien,1
2187,verschiede,1
2175,ausgepragt,1
2169,Kern,1
2178,formalisieren,1
2167,Formalisierung,1
2180,gewahren,2
2179,fortschreitend,1
2186,us,1
2177,experience,1
2173,Toolentwicklung,1
2174,Zoomstufe,1
2185,text,2
2182,miteinander,2
2181,jeweils,1
2183,praxeologisch,1
2170,Methodische,1
2189,zugange,1
2184,struktural,1
2165,Detailliert,1
2172,Reading,1
2176,beteiligen,1
2168,Formulierung,1
2207,amerikanisch,1
2206,Unternehmen,1
2202,Opanai,1
2209,ausgelo,1
2213,hochschullehr,1
2203,Reaktion,1
2195,Initiative,2
2198,Leben,2
2216,rufen,1
2204,Stiftung,1
2196,Innovation,2
2214,hochschullehrer,1
2197,Innovative,1
2199,Lehr,1
2215,lernangeboten,1
2210,ausloten,1
2194,Idealfall,1
2191,Besonderheit,1
2192,Fachrichtung,1
2211,betreut,1
2205,Teilprojekt,1
2201,Musik,2
2200,Multimodaler,1
2193,Gegensatz,1
2190,Beschrankt,1
2212,beziehen,1
2217,semest,1
2208,angelegt,1
2218,teilprojekt,1
2222,Kieler,1
2223,Kolophone,1
2226,handschrift,2
2225,Mittelalter,1
2220,Etablierter,1
2228,virtuell,1
2219,Arbeitsumgebung,1
2227,implementieren,2
2224,Kolophonen,1
2229,zusammenwirken,1
2221,Fachlich,1
2235,weiterbildend,1
2234,hintergrund,1
2233,Verortet,1
2231,Situierung,1
2230,Data,1
2232,Stewardship,1
2238,Programm,1
2247,heutzutage,1
2244,digitalisat,1
2249,intuitiv,1
2243,bw,1
2240,Tubing,2
2246,gedruckt,1
2236,Aufgebaut,1
2242,beraten,1
2250,seitdem,1
2241,bad,1
2237,Know,1
2239,Serviceangebot,1
2245,erlauteren,1
2248,informieren,2
2252,Grundbuch,1
2262,handschrifltich,1
2261,eintrag,1
2265,transaktion,1
2267,zettelka,1
2266,wandelnd,1
2253,Layoutanalyse,1
2260,datenstande,1
2254,Maschinell,1
2263,lernverfahren,1
2258,ausgewertet,1
2251,Befund,1
2264,liegenschafn,1
2259,bewohner,1
2257,Risiko,1
2256,Neuronaler,2
2255,Netz,2
2271,akademisch,1
2274,einbinden,2
2282,zielfuhrend,1
2277,lehrkrafen,1
2269,Fachwissen,1
2281,verfugen,1
2278,methodenkast,1
2276,lehr,1
2272,ausgebildet,1
2275,fachbereich,1
2273,betroffen,2
2279,veranstaltung,1
2270,Stakeholder,1
2268,Ausblick,1
2280,verband,1
2303,vorgeschlagen,2
2285,Schwalbach,1
2291,Vergleich,2
2302,verzogert,1
2293,feldes,1
2300,uberprufen,2
2288,Teilprojektes,1
2297,referenzrahm,1
2283,Politiker,1
2298,rekonstruieren,1
2294,inwiefern,1
2301,verhaltniss,1
2296,politisch,2
2299,rosengren,1
2284,Pythonbasierter,1
2286,Suchalgorithmus,1
2290,Verarbeitung,1
2289,Transformiert,1
2287,Suche,1
2292,direkt,1
2295,nennen,1
2307,Phanomen,1
2313,extrahiert,1
2311,abgeleitet,1
2312,explori,1
2315,interpretiere,1
2308,Prasentiere,1
2310,Theory,1
2314,generiert,1
2316,uberpruft,1
2305,Erkennbarkeit,1
2306,Hieraus,1
2309,Ruckschluss,1
2304,Anwendbarkeit,1
2326,gesprochen,4
2333,ubernimmt,1
2317,Abgeschlossen,1
2324,bereiten,1
2318,Archiviert,1
2319,Bereit,1
2336,zweck,1
2322,Mundlichen,1
2331,recherch,1
2335,wiederholungen,1
2332,source,1
2328,machtig,1
2320,Filter,1
2321,Funktion,1
2334,wiederholung,1
2327,komplex,1
2325,festlegbar,1
2330,pragmatisch,1
2329,muhsam,1
2323,Musst,1
2343,eingereicht,2
2349,reprasentativ,1
2345,gemeinhin,1
2348,realisierbar,1
2340,anerkennen,1
2337,Governance,1
2350,sturkturen,1
2346,geschlossen,1
2344,erkenn,1
2339,Vorschlag,1
2342,dat,1
2347,getrieben,1
2341,ansatzes,1
2338,Verzeichnung,1
2366,referenzrahmen,2
2359,eigenstandig,1
2353,Frick,1
2363,extern,1
2356,anhaltspunkt,1
2352,Fortbildunge,1
2351,Ausbildung,1
2364,geschweige,1
2361,einfluss,1
2354,Version,2
2355,Zfdg,2
2365,kommentaren,1
2358,annontieren,1
2362,entsponnen,1
2357,anmerkung,1
2360,einfließen,1
2368,Citiz,1
2370,Humanitie,1
2386,verstarken,1
2380,museen,1
2379,erfolg,1
2372,Pilotprojekt,1
2381,museumsmensch,1
2373,Schaudepot,1
2385,verfolgt,1
2382,oben,1
2383,stadtmuseen,1
2367,Anzureicher,1
2384,verbindend,1
2377,analog,1
2376,Weiterbildung,1
2375,Stadtmuseum,1
2378,ausgerollt,1
2371,Museum,1
2369,Folgeprojekt,1
2374,September,1
2390,Hybridedition,1
2396,ansiedeln,1
2394,Verlag,1
2397,ausstehend,1
2392,Schlesie,1
2389,Geborene,1
2388,Dichters,1
2395,abgebrochen,1
2398,behrend,1
2404,visuellen,1
2408,zugang,1
2405,weitreichend,1
2402,intellektuell,2
2400,diplomatisch,1
2391,Mission,1
2399,betrauen,1
2387,Auftraggeber,1
2407,zahlreich,1
2401,fiktional,1
2403,ort,1
2406,wert,1
2393,Sensitive,1
2412,denkschul,1
2410,Teilbereiche,1
2413,gebiet,1
2409,Hilfreich,1
2414,zitationsmuster,1
2411,basi,1
2419,Reflectai,1
2427,neuronal,1
2426,netz,1
2417,Bilderkennung,1
2418,Box,1
2422,bekannt,1
2421,Transparenter,1
2420,Tiefere,1
2425,mechanism,1
2428,streben,1
2424,expertenwiss,1
2423,besseres,1
2416,Bildauswahl,1
2430,verzerrung,1
2415,Aufzuzeige,1
2431,wissens,1
2429,szenegraphen,1
2445,publizier,1
2437,agiern,1
2441,bedarfen,1
2448,vorteil,1
2439,anlasslich,1
2449,zehnjahrig,1
2432,Bestehen,1
2450,zeitleiste,1
2438,aktivitaten,1
2440,aufmerksam,1
2433,Erfolg,1
2436,Vorhaben,1
2443,erreicht,1
2434,Gesprach,1
2447,vorn,1
2444,funf,1
2446,thees,1
2435,Publizieren,2
2442,eingeschatzen,1
2463,evaluiern,1
2458,Visueller,1
2461,element,3
2453,Explizit,1
2471,uberschrift,2
2459,Zeitung,3
2470,testen,1
2451,Anwendungsfall,1
2473,vorsehen,1
2460,adaquat,1
2452,Evaluation,1
2468,programm,1
2465,kriterien,1
2472,umfang,1
2455,Installation,1
2456,Laufzeit,1
2462,entscheidend,1
2467,orientiert,1
2464,institut,1
2454,Gibbs,1
2474,zielgruppe,1
2466,layoutpars,1
2469,shen,1
2457,Potenziell,1
2477,Encoding,1
2480,Kodierung,1
2485,Urkund,1
2476,Einschrankung,1
2487,flexiblern,1
2481,Monasterium,1
2479,Gestutzt,1
2491,virtual,1
2478,Environment,1
2492,vorzubereit,1
2493,workflows,1
2486,Validierung,1
2489,iterativ,1
2475,Behebe,1
2484,Transfer,1
2488,gewahrleisten,1
2483,String,1
2482,Nutzbarkeit,1
2490,urkund,1
2500,Zeitschrift,2
2501,diskursiv,1
2496,Kritisch,1
2506,zfdg,2
2498,Weg,1
2497,Produktion,1
2494,Begutachtung,1
2495,Distribution,1
2504,transparent,1
2499,Wissensdiskurs,1
2503,kennzahlen,1
2502,gestaltet,1
2505,visualisiert,1
2514,sondergerichen,1
2513,reich,1
2509,Strafverfolgung,1
2511,beteiligt,1
2508,Person,1
2507,Digitales,1
2510,Upcycling,1
2515,verfahrensakt,1
2512,munch,1
2516,Analysewerkzeug,1
2518,Textahnlichkeit,1
2517,Datenbasierter,1
2526,generisch,1
2524,fachbereichen,1
2525,fachspezifisch,1
2523,entscheiden,1
2528,zuordn,1
2519,Fachbereich,1
2529,zutreffend,1
2520,Managment,1
2521,Organizer,1
2522,ddp,1
2527,umgangs,1
2541,lexikografisch,1
2542,quellentexten,2
2535,Spanisch,1
2545,zettelkast,1
2536,archivierte,1
2531,Belegsammlung,1
2546,zetteln,1
2533,Hand,1
2543,relationalen,1
2532,Datenbank,1
2538,erfasst,1
2530,Beleg,1
2540,kodierten,1
2537,ausgezeichnet,1
2544,schematisch,1
2534,Nachteil,1
2539,gewahlt,1
2550,gehor,1
2547,Koautor,1
2548,Liste,1
2551,haufigst,1
2552,zitiert,1
2549,Standort,1
2565,Unternehmung,1
2570,demnach,1
2568,beitragende,1
2580,wurdigen,1
2573,grundsatzlich,1
2567,anzweifeln,1
2566,alltaglich,1
2553,Arbeitspraxis,1
2578,ungeklart,1
2557,Herausgeber,1
2559,Innenschaft,1
2554,Betrag,1
2577,tatigkeit,1
2579,verbuch,1
2575,positionier,1
2564,Ubersicht,1
2555,Desiderat,1
2569,besprochen,1
2572,ggf,1
2576,publiziert,1
2560,Online,1
2571,formular,1
2562,Startseit,1
2563,Teamseite,1
2558,Impressum,1
2581,zitierhinweise,1
2556,Einzelansicht,1
2561,Reprasentanz,1
2574,mitwirkenden,1
