source,target,weight
37,124,1
55,1037,3
124,124,1
124,55,2
87,313,12
87,324,2
87,93,1
87,55,2
87,310,1
313,324,2
313,93,1
313,55,2
313,310,1
324,324,1
324,93,3
324,55,3
324,310,3
93,55,1
93,310,2
55,310,1
37,37,1
37,93,2
310,93,3
310,324,1
310,310,1
93,324,1
93,93,1
87,1037,8
87,87,10
313,1037,4
313,87,4
313,313,3
1037,55,1
1037,87,7
1037,1037,3
1037,313,5
55,87,4
55,313,2
340,340,6
340,310,3
310,340,1
